year,month,state,disease_name,total_cases
2019,4,Bihar,Kala-Azar,2
2019,4,Bihar,Oral Cancer,1
2019,4,Chhattisgarh,Depression,1
2019,4,Chhattisgarh,Diabetes (Type 2),1
2019,4,Chhattisgarh,Filariasis,1
2019,4,Chhattisgarh,Heart Disease,1
2019,4,Chhattisgarh,Oral Cancer,1
2019,4,Gujarat,Diabetes (Type 2),1
2019,4,Gujarat,Hepatitis B,1
2019,4,Gujarat,Jaundice (Hepatitis A),1
2019,4,Gujarat,Lung Cancer,1
2019,4,Gujarat,Pneumonia,1
2019,4,Gujarat,Sickle Cell Anemia,1
2019,4,Gujarat,Typhoid,1
2019,4,Haryana,Anxiety Disorder,1
2019,4,Haryana,Asthma,1
2019,4,Haryana,Chronic Kidney Disease,1
2019,4,Haryana,Gastroenteritis,1
2019,4,Haryana,Japanese Encephalitis,2
2019,4,Haryana,Sickle Cell Anemia,1
2019,4,Haryana,Thalassemia,1
2019,4,Himachal Pradesh,Diabetes (Type 2),1
2019,4,Himachal Pradesh,Hepatitis B,1
2019,4,Jharkhand,Filariasis,1
2019,4,Jharkhand,Gastroenteritis,1
2019,4,Jharkhand,Jaundice (Hepatitis A),1
2019,4,Jharkhand,Stroke,1
2019,4,Karnataka,COPD,1
2019,4,Karnataka,Filariasis,1
2019,4,Karnataka,Gastroenteritis,1
2019,4,Karnataka,Heart Disease,1
2019,4,Karnataka,Lung Cancer,1
2019,4,Karnataka,Malaria,1
2019,4,Kerala,Depression,1
2019,4,Kerala,Malaria,1
2019,4,Kerala,Stroke,1
2019,4,Madhya Pradesh,Cholera,1
2019,4,Madhya Pradesh,Chronic Kidney Disease,1
2019,4,Madhya Pradesh,Dengue,1
2019,4,Madhya Pradesh,Gastroenteritis,1
2019,4,Madhya Pradesh,Heart Disease,1
2019,4,Madhya Pradesh,Japanese Encephalitis,1
2019,4,Madhya Pradesh,Jaundice (Hepatitis A),1
2019,4,Madhya Pradesh,Sickle Cell Anemia,1
2019,4,Madhya Pradesh,Stroke,1
2019,4,Maharashtra,Anxiety Disorder,1
2019,4,Maharashtra,Breast Cancer,1
2019,4,Maharashtra,COPD,1
2019,4,Maharashtra,Filariasis,2
2019,4,Maharashtra,Hypertension,2
2019,4,Maharashtra,Japanese Encephalitis,2
2019,4,Maharashtra,Jaundice (Hepatitis A),1
2019,4,Maharashtra,Typhoid,1
2019,4,Manipur,Depression,1
2019,4,Manipur,Diabetes (Type 2),1
2019,4,Manipur,Thalassemia,1
2019,4,Meghalaya,Hepatitis B,1
2019,4,Mizoram,Gastroenteritis,1
2019,4,NCT of Delhi,Malaria,1
2019,4,NCT of Delhi,Thalassemia,1
2019,4,NCT of Delhi,Tuberculosis,1
2019,4,Nagaland,Chronic Kidney Disease,1
2019,4,Odisha,Anxiety Disorder,1
2019,4,Odisha,Chikungunya,2
2019,4,Odisha,Dengue,1
2019,4,Odisha,HIV/AIDS,1
2019,4,Odisha,Heart Disease,1
2019,4,Odisha,Hepatitis B,1
2019,4,Odisha,Hypertension,1
2019,4,Puducherry,Anxiety Disorder,1
2019,4,Puducherry,Stroke,1
2019,4,Punjab,HIV/AIDS,1
2019,4,Rajasthan,Breast Cancer,1
2019,4,Rajasthan,Depression,1
2019,4,Rajasthan,Diabetes (Type 2),4
2019,4,Rajasthan,Diarrhea,2
2019,4,Rajasthan,Gastroenteritis,1
2019,4,Rajasthan,HIV/AIDS,1
2019,4,Rajasthan,Hypertension,1
2019,4,Rajasthan,Japanese Encephalitis,1
2019,4,Rajasthan,Jaundice (Hepatitis A),2
2019,4,Rajasthan,Pneumonia,1
2019,4,Rajasthan,Sickle Cell Anemia,1
2019,4,Tamil Nadu,COVID-19,1
2019,4,Tamil Nadu,Filariasis,1
2019,4,Tamil Nadu,HIV/AIDS,1
2019,4,Tamil Nadu,Jaundice (Hepatitis A),3
2019,4,Tamil Nadu,Lung Cancer,1
2019,4,Tamil Nadu,Oral Cancer,1
2019,4,Tamil Nadu,Sickle Cell Anemia,1
2019,4,Tamil Nadu,Stroke,1
2019,4,Tamil Nadu,Thalassemia,1
2019,4,Telangana,Diarrhea,1
2019,4,Telangana,Lung Cancer,1
2019,4,Telangana,Malaria,1
2019,4,Tripura,Jaundice (Hepatitis A),1
2019,4,Uttar Pradesh,Anxiety Disorder,1
2019,4,Uttar Pradesh,Breast Cancer,1
2019,4,Uttar Pradesh,COVID-19,1
2019,4,Uttar Pradesh,Chikungunya,1
2019,4,Uttar Pradesh,Diabetes (Type 2),3
2019,4,Uttar Pradesh,HIV/AIDS,1
2019,4,Uttar Pradesh,Heart Disease,2
2019,4,Uttar Pradesh,Hypertension,2
2019,4,Uttar Pradesh,Japanese Encephalitis,1
2019,4,Uttar Pradesh,Jaundice (Hepatitis A),1
2019,4,Uttar Pradesh,Kala-Azar,1
2019,4,Uttar Pradesh,Leptospirosis,1
2019,4,Uttar Pradesh,Oral Cancer,1
2019,4,Uttar Pradesh,Pneumonia,1
2019,4,Uttar Pradesh,Thalassemia,1
2019,4,Uttarakhand,Malaria,1
2019,4,West Bengal,Anxiety Disorder,1
2019,4,West Bengal,Heart Disease,3
2019,4,West Bengal,Hepatitis B,1
2019,4,West Bengal,Jaundice (Hepatitis A),3
2019,4,West Bengal,Kala-Azar,1
2019,4,West Bengal,Lung Cancer,1
2019,4,West Bengal,Oral Cancer,1
2019,5,Andhra Pradesh,Anxiety Disorder,1
2019,5,Andhra Pradesh,Asthma,1
2019,5,Andhra Pradesh,Gastroenteritis,2
2019,5,Andhra Pradesh,HIV/AIDS,1
2019,5,Andhra Pradesh,Heart Disease,1
2019,5,Andhra Pradesh,Japanese Encephalitis,1
2019,5,Andhra Pradesh,Jaundice (Hepatitis A),1
2019,5,Andhra Pradesh,Oral Cancer,1
2019,5,Andhra Pradesh,Thalassemia,1
2019,5,Andhra Pradesh,Tuberculosis,4
2019,5,Andhra Pradesh,Typhoid,2
2019,5,Arunachal Pradesh,Diabetes (Type 2),1
2019,5,Assam,Anxiety Disorder,1
2019,5,Bihar,Dengue,1
2019,5,Bihar,Diarrhea,1
2019,5,Bihar,Filariasis,1
2019,5,Bihar,Gastroenteritis,2
2019,5,Bihar,Jaundice (Hepatitis A),2
2019,5,Bihar,Kala-Azar,1
2019,5,Bihar,Leptospirosis,1
2019,5,Bihar,Lung Cancer,1
2019,5,Bihar,Oral Cancer,1
2019,5,Bihar,Sickle Cell Anemia,1
2019,5,Bihar,Thalassemia,1
2019,5,Chhattisgarh,Breast Cancer,1
2019,5,Chhattisgarh,Chronic Kidney Disease,1
2019,5,Chhattisgarh,Depression,1
2019,5,Chhattisgarh,Sickle Cell Anemia,1
2019,5,Chhattisgarh,Swine Flu (H1N1),1
2019,5,Goa,Jaundice (Hepatitis A),1
2019,5,Gujarat,COVID-19,1
2019,5,Gujarat,Gastroenteritis,1
2019,5,Gujarat,Hypertension,1
2019,5,Gujarat,Japanese Encephalitis,2
2019,5,Gujarat,Malaria,1
2019,5,Gujarat,Stroke,1
2019,5,Gujarat,Typhoid,1
2019,5,Haryana,Chronic Kidney Disease,2
2019,5,Haryana,Filariasis,1
2019,5,Jammu and Kashmir,Anxiety Disorder,1
2019,5,Jammu and Kashmir,Breast Cancer,1
2019,5,Jammu and Kashmir,Gastroenteritis,1
2019,5,Jammu and Kashmir,Hypertension,1
2019,5,Jharkhand,Breast Cancer,1
2019,5,Jharkhand,Filariasis,1
2019,5,Jharkhand,Japanese Encephalitis,1
2019,5,Jharkhand,Jaundice (Hepatitis A),2
2019,5,Jharkhand,Tuberculosis,1
2019,5,Jharkhand,Typhoid,1
2019,5,Karnataka,COVID-19,1
2019,5,Karnataka,Filariasis,1
2019,5,Karnataka,Hypertension,1
2019,5,Karnataka,Stroke,1
2019,5,Kerala,Anxiety Disorder,1
2019,5,Kerala,Asthma,1
2019,5,Kerala,HIV/AIDS,1
2019,5,Kerala,Hepatitis B,1
2019,5,Kerala,Hypertension,1
2019,5,Kerala,Jaundice (Hepatitis A),1
2019,5,Kerala,Sickle Cell Anemia,1
2019,5,Kerala,Typhoid,1
2019,5,Madhya Pradesh,COVID-19,1
2019,5,Madhya Pradesh,Cholera,1
2019,5,Madhya Pradesh,HIV/AIDS,1
2019,5,Madhya Pradesh,Japanese Encephalitis,1
2019,5,Madhya Pradesh,Jaundice (Hepatitis A),1
2019,5,Madhya Pradesh,Lung Cancer,1
2019,5,Madhya Pradesh,Sickle Cell Anemia,1
2019,5,Madhya Pradesh,Tuberculosis,2
2019,5,Madhya Pradesh,Typhoid,1
2019,5,Maharashtra,Breast Cancer,2
2019,5,Maharashtra,Cholera,1
2019,5,Maharashtra,Depression,1
2019,5,Maharashtra,Diabetes (Type 2),1
2019,5,Maharashtra,Diarrhea,2
2019,5,Maharashtra,Heart Disease,2
2019,5,Maharashtra,Hepatitis B,2
2019,5,Maharashtra,Jaundice (Hepatitis A),1
2019,5,Maharashtra,Leptospirosis,1
2019,5,Maharashtra,Stroke,1
2019,5,Maharashtra,Thalassemia,2
2019,5,Maharashtra,Typhoid,2
2019,5,Meghalaya,Jaundice (Hepatitis A),1
2019,5,Meghalaya,Stroke,1
2019,5,NCT of Delhi,Jaundice (Hepatitis A),2
2019,5,NCT of Delhi,Malaria,1
2019,5,Nagaland,Lung Cancer,1
2019,5,Odisha,Dengue,1
2019,5,Odisha,Diarrhea,1
2019,5,Odisha,Filariasis,1
2019,5,Odisha,Gastroenteritis,1
2019,5,Odisha,Sickle Cell Anemia,1
2019,5,Odisha,Thalassemia,1
2019,5,Punjab,Depression,1
2019,5,Punjab,Diabetes (Type 2),1
2019,5,Punjab,Filariasis,1
2019,5,Punjab,Hypertension,1
2019,5,Punjab,Jaundice (Hepatitis A),3
2019,5,Punjab,Thalassemia,1
2019,5,Rajasthan,COVID-19,1
2019,5,Rajasthan,Sickle Cell Anemia,1
2019,5,Rajasthan,Stroke,1
2019,5,Rajasthan,Thalassemia,1
2019,5,Tamil Nadu,Chikungunya,1
2019,5,Tamil Nadu,Dengue,1
2019,5,Tamil Nadu,Diarrhea,2
2019,5,Tamil Nadu,Gastroenteritis,1
2019,5,Tamil Nadu,Japanese Encephalitis,1
2019,5,Tamil Nadu,Jaundice (Hepatitis A),1
2019,5,Tamil Nadu,Lung Cancer,1
2019,5,Tamil Nadu,Sickle Cell Anemia,1
2019,5,Tamil Nadu,Thalassemia,1
2019,5,Telangana,Depression,1
2019,5,Telangana,Filariasis,1
2019,5,Tripura,Diabetes (Type 2),1
2019,5,Uttar Pradesh,Anxiety Disorder,1
2019,5,Uttar Pradesh,COPD,1
2019,5,Uttar Pradesh,Chronic Kidney Disease,1
2019,5,Uttar Pradesh,Depression,1
2019,5,Uttar Pradesh,Filariasis,4
2019,5,Uttar Pradesh,HIV/AIDS,1
2019,5,Uttar Pradesh,Heart Disease,4
2019,5,Uttar Pradesh,Hepatitis B,2
2019,5,Uttar Pradesh,Hypertension,1
2019,5,Uttar Pradesh,Jaundice (Hepatitis A),3
2019,5,Uttar Pradesh,Kala-Azar,1
2019,5,Uttar Pradesh,Lung Cancer,2
2019,5,Uttar Pradesh,Oral Cancer,1
2019,5,Uttar Pradesh,Sickle Cell Anemia,1
2019,5,Uttar Pradesh,Thalassemia,1
2019,5,Uttar Pradesh,Tuberculosis,1
2019,5,Uttarakhand,Depression,1
2019,5,Uttarakhand,Heart Disease,1
2019,5,Uttarakhand,Tuberculosis,1
2019,5,West Bengal,Filariasis,1
2019,5,West Bengal,Gastroenteritis,1
2019,5,West Bengal,Kala-Azar,1
2019,5,West Bengal,Tuberculosis,1
2019,6,Andaman and Nicobar Islands,Sickle Cell Anemia,1
2019,6,Andhra Pradesh,Anxiety Disorder,1
2019,6,Andhra Pradesh,Breast Cancer,1
2019,6,Andhra Pradesh,Chikungunya,1
2019,6,Andhra Pradesh,Filariasis,1
2019,6,Andhra Pradesh,Hepatitis B,2
2019,6,Andhra Pradesh,Leptospirosis,1
2019,6,Andhra Pradesh,Swine Flu (H1N1),1
2019,6,Andhra Pradesh,Typhoid,1
2019,6,Arunachal Pradesh,Pneumonia,1
2019,6,Assam,Anxiety Disorder,1
2019,6,Assam,Depression,2
2019,6,Assam,Hypertension,1
2019,6,Assam,Lung Cancer,1
2019,6,Bihar,Breast Cancer,2
2019,6,Bihar,COVID-19,1
2019,6,Bihar,Chikungunya,2
2019,6,Bihar,Diabetes (Type 2),1
2019,6,Bihar,Diarrhea,1
2019,6,Bihar,Filariasis,1
2019,6,Bihar,Gastroenteritis,1
2019,6,Bihar,HIV/AIDS,1
2019,6,Bihar,Heart Disease,1
2019,6,Bihar,Hepatitis B,1
2019,6,Bihar,Hypertension,2
2019,6,Bihar,Jaundice (Hepatitis A),2
2019,6,Bihar,Kala-Azar,1
2019,6,Bihar,Thalassemia,1
2019,6,Bihar,Typhoid,1
2019,6,Chhattisgarh,HIV/AIDS,1
2019,6,Chhattisgarh,Hepatitis B,1
2019,6,Chhattisgarh,Typhoid,1
2019,6,Goa,Diarrhea,1
2019,6,Gujarat,Anxiety Disorder,1
2019,6,Gujarat,Breast Cancer,1
2019,6,Gujarat,Depression,1
2019,6,Gujarat,Heart Disease,1
2019,6,Gujarat,Japanese Encephalitis,1
2019,6,Gujarat,Kala-Azar,1
2019,6,Gujarat,Pneumonia,1
2019,6,Gujarat,Thalassemia,1
2019,6,Haryana,Chikungunya,1
2019,6,Haryana,Depression,1
2019,6,Himachal Pradesh,Hepatitis B,1
2019,6,Jammu and Kashmir,Breast Cancer,1
2019,6,Jammu and Kashmir,HIV/AIDS,1
2019,6,Jharkhand,Breast Cancer,1
2019,6,Jharkhand,Depression,1
2019,6,Jharkhand,Stroke,1
2019,6,Jharkhand,Swine Flu (H1N1),1
2019,6,Jharkhand,Thalassemia,1
2019,6,Karnataka,Asthma,1
2019,6,Karnataka,Breast Cancer,1
2019,6,Karnataka,COVID-19,1
2019,6,Karnataka,Gastroenteritis,2
2019,6,Karnataka,HIV/AIDS,1
2019,6,Karnataka,Jaundice (Hepatitis A),1
2019,6,Karnataka,Kala-Azar,1
2019,6,Karnataka,Stroke,2
2019,6,Karnataka,Tuberculosis,1
2019,6,Kerala,Breast Cancer,1
2019,6,Kerala,Diabetes (Type 2),1
2019,6,Kerala,Heart Disease,1
2019,6,Kerala,Hepatitis B,1
2019,6,Kerala,Kala-Azar,1
2019,6,Kerala,Tuberculosis,1
2019,6,Madhya Pradesh,Anxiety Disorder,1
2019,6,Madhya Pradesh,Breast Cancer,2
2019,6,Madhya Pradesh,COPD,1
2019,6,Madhya Pradesh,COVID-19,1
2019,6,Madhya Pradesh,Diabetes (Type 2),1
2019,6,Madhya Pradesh,HIV/AIDS,1
2019,6,Madhya Pradesh,Heart Disease,1
2019,6,Madhya Pradesh,Hepatitis B,1
2019,6,Madhya Pradesh,Hypertension,1
2019,6,Madhya Pradesh,Jaundice (Hepatitis A),2
2019,6,Madhya Pradesh,Kala-Azar,2
2019,6,Maharashtra,Depression,1
2019,6,Maharashtra,Diabetes (Type 2),2
2019,6,Maharashtra,Diarrhea,1
2019,6,Maharashtra,Filariasis,1
2019,6,Maharashtra,HIV/AIDS,3
2019,6,Maharashtra,Hepatitis B,1
2019,6,Maharashtra,Hypertension,1
2019,6,Maharashtra,Japanese Encephalitis,1
2019,6,Maharashtra,Kala-Azar,1
2019,6,Maharashtra,Sickle Cell Anemia,1
2019,6,Maharashtra,Thalassemia,1
2019,6,Maharashtra,Tuberculosis,1
2019,6,Manipur,COPD,1
2019,6,Manipur,Malaria,1
2019,6,Manipur,Tuberculosis,1
2019,6,Meghalaya,Heart Disease,1
2019,6,Meghalaya,Hypertension,1
2019,6,NCT of Delhi,Hepatitis B,1
2019,6,NCT of Delhi,Pneumonia,1
2019,6,NCT of Delhi,Thalassemia,1
2019,6,Odisha,COVID-19,1
2019,6,Odisha,Filariasis,1
2019,6,Odisha,HIV/AIDS,2
2019,6,Odisha,Heart Disease,1
2019,6,Odisha,Sickle Cell Anemia,1
2019,6,Odisha,Stroke,1
2019,6,Punjab,Sickle Cell Anemia,1
2019,6,Rajasthan,Anxiety Disorder,1
2019,6,Rajasthan,Diabetes (Type 2),1
2019,6,Rajasthan,Jaundice (Hepatitis A),2
2019,6,Rajasthan,Kala-Azar,1
2019,6,Rajasthan,Leptospirosis,1
2019,6,Rajasthan,Thalassemia,1
2019,6,Rajasthan,Tuberculosis,2
2019,6,Tamil Nadu,COPD,1
2019,6,Tamil Nadu,COVID-19,1
2019,6,Tamil Nadu,Chronic Kidney Disease,1
2019,6,Tamil Nadu,Diarrhea,1
2019,6,Tamil Nadu,Gastroenteritis,1
2019,6,Tamil Nadu,HIV/AIDS,1
2019,6,Tamil Nadu,Hepatitis B,1
2019,6,Tamil Nadu,Japanese Encephalitis,1
2019,6,Tamil Nadu,Jaundice (Hepatitis A),2
2019,6,Tamil Nadu,Kala-Azar,1
2019,6,Tamil Nadu,Oral Cancer,1
2019,6,Tamil Nadu,Sickle Cell Anemia,1
2019,6,Telangana,Hepatitis B,1
2019,6,Telangana,Jaundice (Hepatitis A),1
2019,6,Telangana,Kala-Azar,1
2019,6,Telangana,Lung Cancer,1
2019,6,Telangana,Pneumonia,1
2019,6,Telangana,Typhoid,1
2019,6,Uttar Pradesh,Anxiety Disorder,1
2019,6,Uttar Pradesh,Chikungunya,1
2019,6,Uttar Pradesh,Depression,1
2019,6,Uttar Pradesh,Diarrhea,1
2019,6,Uttar Pradesh,Filariasis,2
2019,6,Uttar Pradesh,Gastroenteritis,2
2019,6,Uttar Pradesh,Heart Disease,1
2019,6,Uttar Pradesh,Hepatitis B,2
2019,6,Uttar Pradesh,Hypertension,3
2019,6,Uttar Pradesh,Jaundice (Hepatitis A),1
2019,6,Uttar Pradesh,Kala-Azar,2
2019,6,Uttar Pradesh,Lung Cancer,1
2019,6,Uttar Pradesh,Pneumonia,1
2019,6,Uttar Pradesh,Stroke,1
2019,6,Uttar Pradesh,Tuberculosis,1
2019,6,Uttarakhand,Chronic Kidney Disease,1
2019,6,Uttarakhand,HIV/AIDS,1
2019,6,West Bengal,Anxiety Disorder,1
2019,6,West Bengal,Diarrhea,1
2019,6,West Bengal,Gastroenteritis,1
2019,6,West Bengal,Heart Disease,1
2019,6,West Bengal,Japanese Encephalitis,2
2019,6,West Bengal,Jaundice (Hepatitis A),2
2019,7,Andhra Pradesh,Chikungunya,2
2019,7,Andhra Pradesh,Gastroenteritis,1
2019,7,Andhra Pradesh,HIV/AIDS,1
2019,7,Andhra Pradesh,Heart Disease,1
2019,7,Andhra Pradesh,Hypertension,1
2019,7,Andhra Pradesh,Tuberculosis,1
2019,7,Andhra Pradesh,Typhoid,1
2019,7,Assam,Diabetes (Type 2),1
2019,7,Assam,HIV/AIDS,1
2019,7,Assam,Heart Disease,1
2019,7,Assam,Malaria,1
2019,7,Assam,Tuberculosis,1
2019,7,Bihar,Breast Cancer,1
2019,7,Bihar,Chikungunya,1
2019,7,Bihar,Cholera,1
2019,7,Bihar,Chronic Kidney Disease,2
2019,7,Bihar,Dengue,1
2019,7,Bihar,Diabetes (Type 2),2
2019,7,Bihar,Gastroenteritis,2
2019,7,Bihar,Jaundice (Hepatitis A),3
2019,7,Bihar,Leptospirosis,1
2019,7,Bihar,Swine Flu (H1N1),1
2019,7,Bihar,Tuberculosis,3
2019,7,Chhattisgarh,Filariasis,1
2019,7,Chhattisgarh,HIV/AIDS,1
2019,7,Chhattisgarh,Jaundice (Hepatitis A),1
2019,7,Chhattisgarh,Oral Cancer,2
2019,7,Chhattisgarh,Thalassemia,1
2019,7,Goa,Cholera,1
2019,7,Goa,Lung Cancer,1
2019,7,Gujarat,Breast Cancer,1
2019,7,Gujarat,Chikungunya,1
2019,7,Gujarat,Cholera,1
2019,7,Gujarat,Dengue,2
2019,7,Gujarat,Depression,1
2019,7,Gujarat,Gastroenteritis,1
2019,7,Gujarat,Heart Disease,1
2019,7,Gujarat,Japanese Encephalitis,1
2019,7,Gujarat,Jaundice (Hepatitis A),2
2019,7,Gujarat,Leptospirosis,1
2019,7,Gujarat,Lung Cancer,1
2019,7,Gujarat,Oral Cancer,1
2019,7,Gujarat,Sickle Cell Anemia,1
2019,7,Haryana,Anxiety Disorder,1
2019,7,Haryana,Breast Cancer,1
2019,7,Haryana,Chikungunya,2
2019,7,Haryana,Gastroenteritis,2
2019,7,Haryana,Hypertension,1
2019,7,Haryana,Leptospirosis,1
2019,7,Haryana,Malaria,1
2019,7,Haryana,Stroke,1
2019,7,Haryana,Typhoid,1
2019,7,Himachal Pradesh,Diarrhea,1
2019,7,Jammu and Kashmir,Filariasis,1
2019,7,Jammu and Kashmir,HIV/AIDS,1
2019,7,Jharkhand,Chronic Kidney Disease,1
2019,7,Jharkhand,Heart Disease,1
2019,7,Jharkhand,Japanese Encephalitis,1
2019,7,Jharkhand,Lung Cancer,1
2019,7,Jharkhand,Malaria,1
2019,7,Karnataka,Anxiety Disorder,1
2019,7,Karnataka,Breast Cancer,1
2019,7,Karnataka,Chikungunya,2
2019,7,Karnataka,Dengue,1
2019,7,Karnataka,Depression,2
2019,7,Karnataka,Diabetes (Type 2),1
2019,7,Karnataka,Gastroenteritis,1
2019,7,Karnataka,Heart Disease,1
2019,7,Karnataka,Hepatitis B,1
2019,7,Karnataka,Jaundice (Hepatitis A),3
2019,7,Karnataka,Kala-Azar,1
2019,7,Karnataka,Lung Cancer,1
2019,7,Kerala,Cholera,1
2019,7,Kerala,Dengue,1
2019,7,Kerala,Depression,2
2019,7,Kerala,Diabetes (Type 2),1
2019,7,Kerala,Hypertension,1
2019,7,Kerala,Japanese Encephalitis,1
2019,7,Madhya Pradesh,Breast Cancer,1
2019,7,Madhya Pradesh,COVID-19,1
2019,7,Madhya Pradesh,Chikungunya,2
2019,7,Madhya Pradesh,Cholera,1
2019,7,Madhya Pradesh,Filariasis,1
2019,7,Madhya Pradesh,Heart Disease,1
2019,7,Madhya Pradesh,Hypertension,1
2019,7,Madhya Pradesh,Jaundice (Hepatitis A),1
2019,7,Madhya Pradesh,Kala-Azar,1
2019,7,Madhya Pradesh,Malaria,2
2019,7,Madhya Pradesh,Sickle Cell Anemia,1
2019,7,Madhya Pradesh,Stroke,1
2019,7,Maharashtra,Breast Cancer,1
2019,7,Maharashtra,Cholera,4
2019,7,Maharashtra,Chronic Kidney Disease,1
2019,7,Maharashtra,Dengue,4
2019,7,Maharashtra,Filariasis,1
2019,7,Maharashtra,Japanese Encephalitis,1
2019,7,Maharashtra,Kala-Azar,1
2019,7,Maharashtra,Leptospirosis,1
2019,7,Maharashtra,Lung Cancer,1
2019,7,Maharashtra,Oral Cancer,1
2019,7,Maharashtra,Thalassemia,1
2019,7,Manipur,Filariasis,1
2019,7,Mizoram,COVID-19,1
2019,7,Mizoram,Depression,1
2019,7,NCT of Delhi,Breast Cancer,1
2019,7,NCT of Delhi,Chronic Kidney Disease,1
2019,7,NCT of Delhi,Kala-Azar,1
2019,7,NCT of Delhi,Leptospirosis,1
2019,7,Nagaland,Sickle Cell Anemia,1
2019,7,Nagaland,Typhoid,1
2019,7,Odisha,Anxiety Disorder,1
2019,7,Odisha,Diabetes (Type 2),1
2019,7,Odisha,Diarrhea,1
2019,7,Odisha,Hepatitis B,1
2019,7,Odisha,Leptospirosis,2
2019,7,Punjab,COPD,1
2019,7,Punjab,Hypertension,1
2019,7,Punjab,Japanese Encephalitis,1
2019,7,Punjab,Malaria,1
2019,7,Rajasthan,Breast Cancer,1
2019,7,Rajasthan,Dengue,1
2019,7,Rajasthan,Gastroenteritis,1
2019,7,Rajasthan,HIV/AIDS,1
2019,7,Rajasthan,Kala-Azar,1
2019,7,Rajasthan,Leptospirosis,1
2019,7,Rajasthan,Malaria,1
2019,7,Rajasthan,Thalassemia,1
2019,7,Sikkim,Depression,1
2019,7,Tamil Nadu,Anxiety Disorder,1
2019,7,Tamil Nadu,Cholera,1
2019,7,Tamil Nadu,Diarrhea,1
2019,7,Tamil Nadu,HIV/AIDS,1
2019,7,Tamil Nadu,Jaundice (Hepatitis A),1
2019,7,Tamil Nadu,Kala-Azar,1
2019,7,Tamil Nadu,Leptospirosis,2
2019,7,Tamil Nadu,Malaria,1
2019,7,Tamil Nadu,Tuberculosis,1
2019,7,Telangana,Cholera,1
2019,7,Telangana,Filariasis,1
2019,7,Telangana,Gastroenteritis,1
2019,7,Telangana,Hepatitis B,1
2019,7,Telangana,Stroke,2
2019,7,Telangana,Tuberculosis,1
2019,7,Tripura,Anxiety Disorder,1
2019,7,Tripura,Hepatitis B,1
2019,7,Tripura,Leptospirosis,1
2019,7,Uttar Pradesh,Anxiety Disorder,1
2019,7,Uttar Pradesh,Breast Cancer,2
2019,7,Uttar Pradesh,COVID-19,1
2019,7,Uttar Pradesh,Chikungunya,1
2019,7,Uttar Pradesh,Chronic Kidney Disease,1
2019,7,Uttar Pradesh,Dengue,5
2019,7,Uttar Pradesh,Depression,1
2019,7,Uttar Pradesh,Diabetes (Type 2),1
2019,7,Uttar Pradesh,Diarrhea,1
2019,7,Uttar Pradesh,Gastroenteritis,5
2019,7,Uttar Pradesh,HIV/AIDS,1
2019,7,Uttar Pradesh,Heart Disease,1
2019,7,Uttar Pradesh,Hypertension,1
2019,7,Uttar Pradesh,Japanese Encephalitis,1
2019,7,Uttar Pradesh,Leptospirosis,2
2019,7,Uttar Pradesh,Lung Cancer,2
2019,7,Uttar Pradesh,Malaria,1
2019,7,Uttar Pradesh,Oral Cancer,2
2019,7,Uttar Pradesh,Sickle Cell Anemia,3
2019,7,Uttar Pradesh,Thalassemia,1
2019,7,Uttar Pradesh,Tuberculosis,1
2019,7,Uttar Pradesh,Typhoid,1
2019,7,Uttarakhand,Heart Disease,1
2019,7,West Bengal,COVID-19,1
2019,7,West Bengal,Cholera,1
2019,7,West Bengal,Chronic Kidney Disease,1
2019,7,West Bengal,Dengue,3
2019,7,West Bengal,Gastroenteritis,1
2019,7,West Bengal,Hypertension,1
2019,7,West Bengal,Japanese Encephalitis,1
2019,7,West Bengal,Jaundice (Hepatitis A),1
2019,7,West Bengal,Leptospirosis,2
2019,7,West Bengal,Malaria,2
2019,7,West Bengal,Oral Cancer,1
2019,7,West Bengal,Pneumonia,1
2019,7,West Bengal,Stroke,1
2019,7,West Bengal,Typhoid,1
2019,8,Andhra Pradesh,Chikungunya,1
2019,8,Andhra Pradesh,Dengue,1
2019,8,Andhra Pradesh,Depression,2
2019,8,Andhra Pradesh,Filariasis,2
2019,8,Andhra Pradesh,Hepatitis B,1
2019,8,Andhra Pradesh,Jaundice (Hepatitis A),1
2019,8,Andhra Pradesh,Lung Cancer,1
2019,8,Andhra Pradesh,Oral Cancer,1
2019,8,Andhra Pradesh,Sickle Cell Anemia,1
2019,8,Assam,Anxiety Disorder,1
2019,8,Assam,Chikungunya,1
2019,8,Assam,Dengue,1
2019,8,Assam,Depression,1
2019,8,Assam,Filariasis,1
2019,8,Assam,Jaundice (Hepatitis A),1
2019,8,Assam,Leptospirosis,1
2019,8,Bihar,Breast Cancer,1
2019,8,Bihar,Chikungunya,4
2019,8,Bihar,Chronic Kidney Disease,2
2019,8,Bihar,Depression,1
2019,8,Bihar,Diarrhea,1
2019,8,Bihar,Gastroenteritis,2
2019,8,Bihar,Kala-Azar,2
2019,8,Bihar,Leptospirosis,2
2019,8,Bihar,Malaria,2
2019,8,Bihar,Oral Cancer,1
2019,8,Bihar,Stroke,1
2019,8,Chhattisgarh,Filariasis,1
2019,8,Chhattisgarh,Gastroenteritis,1
2019,8,Chhattisgarh,Leptospirosis,1
2019,8,Chhattisgarh,Stroke,1
2019,8,Goa,Gastroenteritis,1
2019,8,Gujarat,Dengue,1
2019,8,Gujarat,Depression,1
2019,8,Gujarat,Diabetes (Type 2),2
